Uniprot	description	markers	svm	svm.scores	final.assignment
P49448	Glutamate dehydrogenase 2, mitochondrial OS=Homo sapiens GN=GLUD2 PE=1 SV=2 - [DHE4_HUMAN]	unknown	MITOCHONDRION	0.941664461	MITOCHONDRION
P49750-4	Isoform 4 of YLP motif-containing protein 1 OS=Homo sapiens GN=YLPM1 - [YLPM1_HUMAN]	unknown	NUCLEUS	0.962680282	NUCLEUS
Q9HCC0	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=MCCC2 PE=1 SV=1 - [MCCB_HUMAN]	unknown	MITOCHONDRION	0.958670603	MITOCHONDRION
Q9NW64	Pre-mRNA-splicing factor RBM22 OS=Homo sapiens GN=RBM22 PE=1 SV=1 - [RBM22_HUMAN]	unknown	NUCLEUS	0.943208209	NUCLEUS
P29992	Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens GN=GNA11 PE=1 SV=2 - [GNA11_HUMAN]	unknown	PM	0.95029752	PM
Q9H7C9	Mth938 domain-containing protein OS=Homo sapiens GN=AAMDC PE=1 SV=1 - [AAMDC_HUMAN]	unknown	CYTOSOL	0.870582228	unknown
Q9UJW0	Dynactin subunit 4 OS=Homo sapiens GN=DCTN4 PE=1 SV=1 - [DCTN4_HUMAN]	unknown	PROTEASOME	0.466173774	unknown
Q9NS87	Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15 PE=1 SV=1 - [KIF15_HUMAN]	unknown	RIBOSOME 40S	0.312852749	unknown
Q4V328	GRIP1-associated protein 1 OS=Homo sapiens GN=GRIPAP1 PE=1 SV=1 - [GRAP1_HUMAN]	unknown	PROTEASOME	0.432729175	unknown
P39687	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1 - [AN32A_HUMAN]	unknown	CYTOSOL	0.905113782	CYTOSOL
Q10570	Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens GN=CPSF1 PE=1 SV=2 - [CPSF1_HUMAN]	unknown	NUCLEUS	0.963744415	NUCLEUS
Q15477	Helicase SKI2W OS=Homo sapiens GN=SKIV2L PE=1 SV=3 - [SKIV2_HUMAN]	unknown	RIBOSOME 40S	0.695384717	unknown
Q9NQP4	Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1 - [PFD4_HUMAN]	unknown	CYTOSOL	0.918648955	CYTOSOL
Q01081	Splicing factor U2AF 35 kDa subunit OS=Homo sapiens GN=U2AF1 PE=1 SV=3 - [U2AF1_HUMAN]	unknown	NUCLEUS	0.846302869	NUCLEUS
P21397	Amine oxidase [flavin-containing] A OS=Homo sapiens GN=MAOA PE=1 SV=1 - [AOFA_HUMAN]	unknown	MITOCHONDRION	0.948161717	MITOCHONDRION
O95999	B-cell lymphoma/leukemia 10 OS=Homo sapiens GN=BCL10 PE=1 SV=1 - [BCL10_HUMAN]	unknown	CYTOSOL	0.440949856	unknown
P11171	Protein 4.1 OS=Homo sapiens GN=EPB41 PE=1 SV=4 - [41_HUMAN]	unknown	PM	0.792572622	unknown
Q9Y678	Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1 - [COPG1_HUMAN]	unknown	PROTEASOME	0.467748306	unknown
P15170-2	Isoform 2 of Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens GN=GSPT1 - [ERF3A_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
Q9P2B2	Prostaglandin F2 receptor negative regulator OS=Homo sapiens GN=PTGFRN PE=1 SV=2 - [FPRP_HUMAN]	unknown	PM	0.8816429	PM
Q8NCN5	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens GN=PDPR PE=1 SV=2 - [PDPR_HUMAN]	unknown	MITOCHONDRION	0.960499924	MITOCHONDRION
Q658P3	Metalloreductase STEAP3 OS=Homo sapiens GN=STEAP3 PE=1 SV=2 - [STEA3_HUMAN]	unknown	PM	0.676090965	unknown
O75340	Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1 - [PDCD6_HUMAN]	unknown	CYTOSOL	0.849325654	unknown
P10915	Hyaluronan and proteoglycan link protein 1 OS=Homo sapiens GN=HAPLN1 PE=2 SV=2 - [HPLN1_HUMAN]	unknown	PM	0.595761835	unknown
P98155-2	Isoform Short of Very low-density lipoprotein receptor OS=Homo sapiens GN=VLDLR - [VLDLR_HUMAN]	unknown	PM	0.679553762	unknown
O95235	Kinesin-like protein KIF20A OS=Homo sapiens GN=KIF20A PE=1 SV=1 - [KI20A_HUMAN]	unknown	CHROMATIN	0.675892164	CHROMATIN
Q9Y383	Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2 PE=1 SV=2 - [LC7L2_HUMAN]	unknown	RIBOSOME 40S	0.521894166	unknown
Q9ULA0	Aspartyl aminopeptidase OS=Homo sapiens GN=DNPEP PE=1 SV=1 - [DNPEP_HUMAN]	unknown	RIBOSOME 60S	0.29007621	unknown
Q13488	V-type proton ATPase 116 kDa subunit a isoform 3 OS=Homo sapiens GN=TCIRG1 PE=1 SV=3 - [VPP3_HUMAN]	unknown	LYSOSOME	0.874990744	LYSOSOME
O60476	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB OS=Homo sapiens GN=MAN1A2 PE=1 SV=1 - [MA1A2_HUMAN]	GA	GA	1	GA
Q4G0J3	La-related protein 7 OS=Homo sapiens GN=LARP7 PE=1 SV=1 - [LARP7_HUMAN]	unknown	NUCLEUS	0.881906055	NUCLEUS
Q12805-2	Isoform 2 of EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens GN=EFEMP1 - [FBLN3_HUMAN]	unknown	PM	0.647596019	unknown
Q3SY69	Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens GN=ALDH1L2 PE=1 SV=2 - [AL1L2_HUMAN]	unknown	MITOCHONDRION	0.891485428	MITOCHONDRION
Q8NFF5-2	Isoform 2 of FAD synthase OS=Homo sapiens GN=FLAD1 - [FAD1_HUMAN]	unknown	MITOCHONDRION	0.797643152	MITOCHONDRION
P84101-4	Isoform 4 of Small EDRK-rich factor 2 OS=Homo sapiens GN=SERF2 - [SERF2_HUMAN]	unknown	NUCLEUS	0.330590996	NUCLEUS
Q9NY12-2	Isoform 2 of H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens GN=GAR1 - [GAR1_HUMAN]	unknown	NUCLEUS	0.948358958	NUCLEUS
P09496-2	Isoform Non-brain of Clathrin light chain A OS=Homo sapiens GN=CLTA - [CLCA_HUMAN]	unknown	PM	0.454445064	unknown
P28288	ATP-binding cassette sub-family D member 3 OS=Homo sapiens GN=ABCD3 PE=1 SV=1 - [ABCD3_HUMAN]	PEROXISOME	PEROXISOME	1	PEROXISOME
Q14344	Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2 - [GNA13_HUMAN]	unknown	PM	0.955416381	PM
Q8ND04	Protein SMG8 OS=Homo sapiens GN=SMG8 PE=1 SV=1 - [SMG8_HUMAN]	unknown	RIBOSOME 40S	0.381782778	unknown
Q15257-3	Isoform 3 of Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens GN=PPP2R4 - [PTPA_HUMAN]	unknown	CYTOSOL	0.911162277	CYTOSOL
Q15007	Pre-mRNA-splicing regulator WTAP OS=Homo sapiens GN=WTAP PE=1 SV=2 - [FL2D_HUMAN]	unknown	NUCLEUS	0.858878119	NUCLEUS
Q9UNQ2	Probable dimethyladenosine transferase OS=Homo sapiens GN=DIMT1 PE=1 SV=1 - [DIM1_HUMAN]	unknown	NUCLEUS	0.703428499	NUCLEUS
Q92734-2	Isoform 2 of Protein TFG OS=Homo sapiens GN=TFG - [TFG_HUMAN]	unknown	CYTOSOL	0.904231644	CYTOSOL
P30876	DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1 - [RPB2_HUMAN]	unknown	NUCLEUS	0.774338424	NUCLEUS
Q96S52	GPI transamidase component PIG-S OS=Homo sapiens GN=PIGS PE=1 SV=3 - [PIGS_HUMAN]	ER	ER	1	ER
Q99447	Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens GN=PCYT2 PE=1 SV=1 - [PCY2_HUMAN]	unknown	CYTOSOL	0.899061605	CYTOSOL
O60443	Non-syndromic hearing impairment protein 5 OS=Homo sapiens GN=DFNA5 PE=1 SV=2 - [DFNA5_HUMAN]	unknown	CYTOSOL	0.325569078	unknown
O43818	U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens GN=RRP9 PE=1 SV=1 - [U3IP2_HUMAN]	NUCLEUS	NUCLEUS	1	NUCLEUS
Q9H6T3	RNA polymerase II-associated protein 3 OS=Homo sapiens GN=RPAP3 PE=1 SV=2 - [RPAP3_HUMAN]	unknown	NUCLEUS	0.318120234	unknown
Q9NVC6	Mediator of RNA polymerase II transcription subunit 17 OS=Homo sapiens GN=MED17 PE=1 SV=2 - [MED17_HUMAN]	unknown	NUCLEUS	0.714267089	NUCLEUS
Q5T1M5	FK506-binding protein 15 OS=Homo sapiens GN=FKBP15 PE=1 SV=2 - [FKB15_HUMAN]	unknown	PM	0.817700858	unknown
P56182	Ribosomal RNA processing protein 1 homolog A OS=Homo sapiens GN=RRP1 PE=1 SV=1 - [RRP1_HUMAN]	unknown	NUCLEUS	0.935160717	NUCLEUS
Q8WWY3	U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens GN=PRPF31 PE=1 SV=2 - [PRP31_HUMAN]	unknown	NUCLEUS	0.9577238	NUCLEUS
Q99816	Tumor susceptibility gene 101 protein OS=Homo sapiens GN=TSG101 PE=1 SV=2 - [TS101_HUMAN]	unknown	RIBOSOME 60S	0.273396332	unknown
Q00973	Beta-1,4 N-acetylgalactosaminyltransferase 1 OS=Homo sapiens GN=B4GALNT1 PE=1 SV=2 - [B4GN1_HUMAN]	unknown	PM	0.476392516	unknown
Q08379	Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3 - [GOGA2_HUMAN]	unknown	NUCLEUS	0.188328945	unknown
Q7Z6I8	UPF0461 protein C5orf24 OS=Homo sapiens GN=C5orf24 PE=1 SV=1 - [CE024_HUMAN]	unknown	CHROMATIN	0.566306309	CHROMATIN
Q92947	Glutaryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=GCDH PE=1 SV=1 - [GCDH_HUMAN]	unknown	MITOCHONDRION	0.949577571	MITOCHONDRION
Q96CW5	Gamma-tubulin complex component 3 OS=Homo sapiens GN=TUBGCP3 PE=1 SV=2 - [GCP3_HUMAN]	unknown	RIBOSOME 40S	0.533066256	unknown
P49137	MAP kinase-activated protein kinase 2 OS=Homo sapiens GN=MAPKAPK2 PE=1 SV=1 - [MAPK2_HUMAN]	unknown	PROTEASOME	0.450877262	unknown
Q658Y4	Protein FAM91A1 OS=Homo sapiens GN=FAM91A1 PE=1 SV=3 - [F91A1_HUMAN]	unknown	PM	0.405171158	unknown
P48147	Prolyl endopeptidase OS=Homo sapiens GN=PREP PE=1 SV=2 - [PPCE_HUMAN]	unknown	CYTOSOL	0.919078102	CYTOSOL
P27361	Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 PE=1 SV=4 - [MK03_HUMAN]	unknown	PROTEASOME	0.605357017	unknown
Q53H12	Acylglycerol kinase, mitochondrial OS=Homo sapiens GN=AGK PE=1 SV=2 - [AGK_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q92783-2	Isoform 2 of Signal transducing adapter molecule 1 OS=Homo sapiens GN=STAM - [STAM1_HUMAN]	unknown	PM	0.706650245	unknown
Q9NPI6	mRNA-decapping enzyme 1A OS=Homo sapiens GN=DCP1A PE=1 SV=2 - [DCP1A_HUMAN]	unknown	NUCLEUS	0.378041736	NUCLEUS
P31350	Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens GN=RRM2 PE=1 SV=1 - [RIR2_HUMAN]	unknown	CYTOSOL	0.848029451	unknown
Q13769	THO complex subunit 5 homolog OS=Homo sapiens GN=THOC5 PE=1 SV=2 - [THOC5_HUMAN]	unknown	CHROMATIN	0.485936019	CHROMATIN
P50914	60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=4 - [RL14_HUMAN]	RIBOSOME 60S	RIBOSOME 60S	1	RIBOSOME 60S
P49593	Protein phosphatase 1F OS=Homo sapiens GN=PPM1F PE=1 SV=3 - [PPM1F_HUMAN]	unknown	CYTOSOL	0.888540143	unknown
P48059	LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens GN=LIMS1 PE=1 SV=4 - [LIMS1_HUMAN]	unknown	PM	0.405103021	unknown
Q9Y5X1	Sorting nexin-9 OS=Homo sapiens GN=SNX9 PE=1 SV=1 - [SNX9_HUMAN]	unknown	CHROMATIN	0.170724516	unknown
P11117	Lysosomal acid phosphatase OS=Homo sapiens GN=ACP2 PE=1 SV=3 - [PPAL_HUMAN]	LYSOSOME	LYSOSOME	1	LYSOSOME
Q86Y39	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Homo sapiens GN=NDUFA11 PE=1 SV=3 - [NDUAB_HUMAN]	unknown	MITOCHONDRION	0.949723745	MITOCHONDRION
P63151	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1 - [2ABA_HUMAN]	unknown	PROTEASOME	0.452079046	unknown
Q9UKV8	Protein argonaute-2 OS=Homo sapiens GN=AGO2 PE=1 SV=3 - [AGO2_HUMAN]	unknown	RIBOSOME 40S	0.491975262	unknown
O76003	Glutaredoxin-3 OS=Homo sapiens GN=GLRX3 PE=1 SV=2 - [GLRX3_HUMAN]	unknown	CYTOSOL	0.91649198	CYTOSOL
Q9NR46	Endophilin-B2 OS=Homo sapiens GN=SH3GLB2 PE=1 SV=1 - [SHLB2_HUMAN]	unknown	CYTOSOL	0.418185237	unknown
Q9Y5V3	Melanoma-associated antigen D1 OS=Homo sapiens GN=MAGED1 PE=1 SV=3 - [MAGD1_HUMAN]	unknown	RIBOSOME 60S	0.203989876	unknown
Q14966	Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2 - [ZN638_HUMAN]	unknown	NUCLEUS	0.885378531	NUCLEUS
Q01433	AMP deaminase 2 OS=Homo sapiens GN=AMPD2 PE=1 SV=2 - [AMPD2_HUMAN]	unknown	PROTEASOME	0.509503806	unknown
Q9BVC4	Target of rapamycin complex subunit LST8 OS=Homo sapiens GN=MLST8 PE=1 SV=1 - [LST8_HUMAN]	unknown	RIBOSOME 60S	0.337627034	unknown
Q9HBH0	Rho-related GTP-binding protein RhoF OS=Homo sapiens GN=RHOF PE=1 SV=1 - [RHOF_HUMAN]	unknown	PM	0.487169317	unknown
Q9NQT4	Exosome complex component RRP46 OS=Homo sapiens GN=EXOSC5 PE=1 SV=1 - [EXOS5_HUMAN]	unknown	NUCLEUS	0.927810887	NUCLEUS
P55081	Microfibrillar-associated protein 1 OS=Homo sapiens GN=MFAP1 PE=1 SV=2 - [MFAP1_HUMAN]	unknown	NUCLEUS	0.954300903	NUCLEUS
Q99519	Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1 - [NEUR1_HUMAN]	LYSOSOME	LYSOSOME	1	LYSOSOME
Q9H6H4	Receptor expression-enhancing protein 4 OS=Homo sapiens GN=REEP4 PE=1 SV=1 - [REEP4_HUMAN]	unknown	ER	0.807544594	unknown
Q9NX40	OCIA domain-containing protein 1 OS=Homo sapiens GN=OCIAD1 PE=1 SV=1 - [OCAD1_HUMAN]	unknown	MITOCHONDRION	0.954763568	MITOCHONDRION
Q96SB8	Structural maintenance of chromosomes protein 6 OS=Homo sapiens GN=SMC6 PE=1 SV=2 - [SMC6_HUMAN]	CHROMATIN	CHROMATIN	1	CHROMATIN
Q16629-4	Isoform 4 of Serine/arginine-rich splicing factor 7 OS=Homo sapiens GN=SRSF7 - [SRSF7_HUMAN]	unknown	NUCLEUS	0.891341163	NUCLEUS
P35052	Glypican-1 OS=Homo sapiens GN=GPC1 PE=1 SV=2 - [GPC1_HUMAN]	unknown	PM	0.818048355	unknown
P50281	Matrix metalloproteinase-14 OS=Homo sapiens GN=MMP14 PE=1 SV=3 - [MMP14_HUMAN]	unknown	PM	0.517152603	unknown
O94851-6	Isoform 6 of Protein-methionine sulfoxide oxidase MICAL2 OS=Homo sapiens GN=MICAL2 - [MICA2_HUMAN]	unknown	ER	0.7948242	unknown
Q9H1E3	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens GN=NUCKS1 PE=1 SV=1 - [NUCKS_HUMAN]	unknown	CYTOSOL	0.879372154	unknown
Q15750-2	Isoform 2 of TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens GN=TAB1 - [TAB1_HUMAN]	unknown	PROTEASOME	0.310756743	unknown
Q8IWW6-2	Isoform 2 of Rho GTPase-activating protein 12 OS=Homo sapiens GN=ARHGAP12 - [RHG12_HUMAN]	unknown	PM	0.610636229	unknown
Q9H082	Ras-related protein Rab-33B OS=Homo sapiens GN=RAB33B PE=1 SV=1 - [RB33B_HUMAN]	unknown	GA	0.709514098	unknown
P78324	Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Homo sapiens GN=SIRPA PE=1 SV=2 - [SHPS1_HUMAN]	unknown	PM	0.899239145	PM
Q14393-2	Isoform 2 of Growth arrest-specific protein 6 OS=Homo sapiens GN=GAS6 - [GAS6_HUMAN]	unknown	ER	0.638156634	unknown
O75379-2	Isoform 2 of Vesicle-associated membrane protein 4 OS=Homo sapiens GN=VAMP4 - [VAMP4_HUMAN]	unknown	PM	0.746297018	unknown
O95139	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens GN=NDUFB6 PE=1 SV=3 - [NDUB6_HUMAN]	unknown	MITOCHONDRION	0.945496486	MITOCHONDRION
Q9NVD7	Alpha-parvin OS=Homo sapiens GN=PARVA PE=1 SV=1 - [PARVA_HUMAN]	unknown	PM	0.621145692	unknown
Q9H9H4	Vacuolar protein sorting-associated protein 37B OS=Homo sapiens GN=VPS37B PE=1 SV=1 - [VP37B_HUMAN]	unknown	RIBOSOME 60S	0.344397931	unknown
Q9NZJ7-2	Isoform 2 of Mitochondrial carrier homolog 1 OS=Homo sapiens GN=MTCH1 - [MTCH1_HUMAN]	unknown	MITOCHONDRION	0.947852069	MITOCHONDRION
O60841	Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4 - [IF2P_HUMAN]	unknown	NUCLEUS	0.267570933	unknown
O14773	Tripeptidyl-peptidase 1 OS=Homo sapiens GN=TPP1 PE=1 SV=2 - [TPP1_HUMAN]	unknown	LYSOSOME	0.743282742	LYSOSOME
Q06203	Amidophosphoribosyltransferase OS=Homo sapiens GN=PPAT PE=1 SV=1 - [PUR1_HUMAN]	unknown	CYTOSOL	0.900945757	CYTOSOL
Q63HQ0	AP-1 complex-associated regulatory protein OS=Homo sapiens GN=AP1AR PE=1 SV=1 - [AP1AR_HUMAN]	unknown	PM	0.596471188	unknown
P40121	Macrophage-capping protein OS=Homo sapiens GN=CAPG PE=1 SV=2 - [CAPG_HUMAN]	unknown	CYTOSOL	0.871115311	unknown
Q9NSK0	Kinesin light chain 4 OS=Homo sapiens GN=KLC4 PE=1 SV=3 - [KLC4_HUMAN]	unknown	PROTEASOME	0.397249654	unknown
Q6IN84	rRNA methyltransferase 1, mitochondrial OS=Homo sapiens GN=MRM1 PE=1 SV=1 - [MRM1_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q8WV22	Non-structural maintenance of chromosomes element 1 homolog OS=Homo sapiens GN=NSMCE1 PE=1 SV=5 - [NSE1_HUMAN]	unknown	CHROMATIN	0.724318195	CHROMATIN
Q9NQZ2	Something about silencing protein 10 OS=Homo sapiens GN=UTP3 PE=1 SV=1 - [SAS10_HUMAN]	unknown	NUCLEUS	0.948107176	NUCLEUS
Q03001-13	Isoform 8 of Dystonin OS=Homo sapiens GN=DST - [DYST_HUMAN]	unknown	PM	0.787065373	unknown
Q9NPI1	Bromodomain-containing protein 7 OS=Homo sapiens GN=BRD7 PE=1 SV=1 - [BRD7_HUMAN]	unknown	CHROMATIN	0.752466064	CHROMATIN
Q16831	Uridine phosphorylase 1 OS=Homo sapiens GN=UPP1 PE=1 SV=1 - [UPP1_HUMAN]	unknown	PROTEASOME	0.207153348	unknown
O95989	Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Homo sapiens GN=NUDT3 PE=1 SV=1 - [NUDT3_HUMAN]	unknown	CYTOSOL	0.910060267	CYTOSOL
P05090	Apolipoprotein D OS=Homo sapiens GN=APOD PE=1 SV=1 - [APOD_HUMAN]	unknown	LYSOSOME	0.422882547	unknown
O43663-4	Isoform 4 of Protein regulator of cytokinesis 1 OS=Homo sapiens GN=PRC1 - [PRC1_HUMAN]	unknown	CHROMATIN	0.684911109	CHROMATIN
P61927	60S ribosomal protein L37 OS=Homo sapiens GN=RPL37 PE=1 SV=2 - [RL37_HUMAN]	unknown	RIBOSOME 60S	0.771445103	RIBOSOME 60S
Q3LXA3	Triokinase/FMN cyclase OS=Homo sapiens GN=TKFC PE=1 SV=2 - [TKFC_HUMAN]	unknown	CYTOSOL	0.904620694	CYTOSOL
Q9Y5B8	Nucleoside diphosphate kinase 7 OS=Homo sapiens GN=NME7 PE=1 SV=1 - [NDK7_HUMAN]	unknown	PROTEASOME	0.385244912	unknown
P51553	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial OS=Homo sapiens GN=IDH3G PE=1 SV=1 - [IDH3G_HUMAN]	unknown	MITOCHONDRION	0.952800619	MITOCHONDRION
Q9Y399	28S ribosomal protein S2, mitochondrial OS=Homo sapiens GN=MRPS2 PE=1 SV=1 - [RT02_HUMAN]	unknown	MITOCHONDRION	0.957490522	MITOCHONDRION
Q68D91	Metallo-beta-lactamase domain-containing protein 2 OS=Homo sapiens GN=MBLAC2 PE=1 SV=3 - [MBLC2_HUMAN]	unknown	PM	0.893743784	PM
Q9NPF4	Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Homo sapiens GN=OSGEP PE=1 SV=1 - [OSGEP_HUMAN]	unknown	CYTOSOL	0.581804009	unknown
O60262	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7 OS=Homo sapiens GN=GNG7 PE=1 SV=1 - [GBG7_HUMAN]	PM	PM	1	PM
P51608	Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2 PE=1 SV=1 - [MECP2_HUMAN]	unknown	NUCLEUS	0.693661706	NUCLEUS
P28290	Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=3 - [SSFA2_HUMAN]	unknown	ER	0.379690083	unknown
Q9NQ48-2	Isoform 2 of Leucine zipper transcription factor-like protein 1 OS=Homo sapiens GN=LZTFL1 - [LZTL1_HUMAN]	unknown	PROTEASOME	0.57390981	unknown
Q9BZL1	Ubiquitin-like protein 5 OS=Homo sapiens GN=UBL5 PE=1 SV=1 - [UBL5_HUMAN]	unknown	NUCLEUS	0.86726012	NUCLEUS
P01034	Cystatin-C OS=Homo sapiens GN=CST3 PE=1 SV=1 - [CYTC_HUMAN]	unknown	PM	0.879182204	PM
Q8NFH4	Nucleoporin Nup37 OS=Homo sapiens GN=NUP37 PE=1 SV=1 - [NUP37_HUMAN]	unknown	NUCLEUS	0.737549227	NUCLEUS
Q8WUM0	Nuclear pore complex protein Nup133 OS=Homo sapiens GN=NUP133 PE=1 SV=2 - [NU133_HUMAN]	unknown	NUCLEUS	0.58765794	NUCLEUS
Q9Y3Y2-4	Isoform 3 of Chromatin target of PRMT1 protein OS=Homo sapiens GN=CHTOP - [CHTOP_HUMAN]	unknown	NUCLEUS	0.904241828	NUCLEUS
Q96B97-2	Isoform 2 of SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 - [SH3K1_HUMAN]	unknown	CHROMATIN	0.285464175	unknown
A3KMH1-3	Isoform 3 of von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 - [VWA8_HUMAN]	unknown	MITOCHONDRION	0.947067664	MITOCHONDRION
O43760	Synaptogyrin-2 OS=Homo sapiens GN=SYNGR2 PE=1 SV=1 - [SNG2_HUMAN]	unknown	GA	0.428279404	unknown
Q9UHN6	Transmembrane protein 2 OS=Homo sapiens GN=TMEM2 PE=1 SV=1 - [TMEM2_HUMAN]	unknown	PM	0.873617298	PM
Q8TAF3	WD repeat-containing protein 48 OS=Homo sapiens GN=WDR48 PE=1 SV=1 - [WDR48_HUMAN]	unknown	RIBOSOME 60S	0.2457567	unknown
P53597	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens GN=SUCLG1 PE=1 SV=4 - [SUCA_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q8N3R9	MAGUK p55 subfamily member 5 OS=Homo sapiens GN=MPP5 PE=1 SV=3 - [MPP5_HUMAN]	unknown	PM	0.678783096	unknown
Q8NEY8-3	Isoform 3 of Periphilin-1 OS=Homo sapiens GN=PPHLN1 - [PPHLN_HUMAN]	unknown	NUCLEUS	0.939676081	NUCLEUS
Q9H3U1-2	Isoform 2 of Protein unc-45 homolog A OS=Homo sapiens GN=UNC45A - [UN45A_HUMAN]	unknown	PROTEASOME	0.350259416	unknown
Q14108	Lysosome membrane protein 2 OS=Homo sapiens GN=SCARB2 PE=1 SV=2 - [SCRB2_HUMAN]	LYSOSOME	LYSOSOME	1	LYSOSOME
Q07960	Rho GTPase-activating protein 1 OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1 - [RHG01_HUMAN]	unknown	CYTOSOL	0.64914838	unknown
Q14320	Protein FAM50A OS=Homo sapiens GN=FAM50A PE=1 SV=2 - [FA50A_HUMAN]	unknown	NUCLEUS	0.514975713	NUCLEUS
O60925	Prefoldin subunit 1 OS=Homo sapiens GN=PFDN1 PE=1 SV=2 - [PFD1_HUMAN]	unknown	CYTOSOL	0.911417381	CYTOSOL
Q6PJG2	ELM2 and SANT domain-containing protein 1 OS=Homo sapiens GN=ELMSAN1 PE=1 SV=2 - [EMSA1_HUMAN]	unknown	NUCLEUS	0.680335931	NUCLEUS
Q96ES7	SAGA-associated factor 29 OS=Homo sapiens GN=SGF29 PE=1 SV=1 - [SGF29_HUMAN]	unknown	CHROMATIN	0.752458188	CHROMATIN
Q8N2G8-3	Isoform 3 of GH3 domain-containing protein OS=Homo sapiens GN=GHDC - [GHDC_HUMAN]	unknown	ER	0.919118804	unknown
O00410	Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4 - [IPO5_HUMAN]	unknown	CYTOSOL	0.422370799	unknown
Q147X3	N-alpha-acetyltransferase 30 OS=Homo sapiens GN=NAA30 PE=1 SV=1 - [NAA30_HUMAN]	unknown	RIBOSOME 60S	0.287775214	unknown
Q8IXM3	39S ribosomal protein L41, mitochondrial OS=Homo sapiens GN=MRPL41 PE=1 SV=1 - [RM41_HUMAN]	unknown	MITOCHONDRION	0.954774149	MITOCHONDRION
Q969S3	Zinc finger protein 622 OS=Homo sapiens GN=ZNF622 PE=1 SV=1 - [ZN622_HUMAN]	unknown	RIBOSOME 60S	0.406449693	unknown
Q9H553	Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Homo sapiens GN=ALG2 PE=1 SV=1 - [ALG2_HUMAN]	unknown	ER	0.910228453	unknown
